FZRADZ,http://codes.wmo.int/306/4678/FZRADZ
FZUP,http://codes.wmo.int/306/4678/FZUP
HZ,http://codes.wmo.int/306/4678/HZ
MIFG,http://codes.wmo.int/306/4678/MIFG
PL,http://codes.wmo.int/306/4678/PL
PLDZ,http://codes.wmo.int/306/4678/PLDZ
PLDZRA,http://codes.wmo.int/306/4678/PLDZRA
PLRA,http://codes.wmo.int/306/4678/PLRA
PLRADZ,http://codes.wmo.int/306/4678/PLRADZ
PLRASN,http://codes.wmo.int/306/4678/PLRASN
PLSG,http://codes.wmo.int/306/4678/PLSG
PLSGSN,http://codes.wmo.int/306/4678/PLSGSN
PLSN,http://codes.wmo.int/306/4678/PLSN
PLSNRA,http://codes.wmo.int/306/4678/PLSNRA
PLSNSG,http://codes.wmo.int/306/4678/PLSNSG
PO,http://codes.wmo.int/306/4678/PO
PRFG,http://codes.wmo.int/306/4678/PRFG
RA,http://codes.wmo.int/306/4678/RA
RADZ,http://codes.wmo.int/306/4678/RADZ
RADZPL,http://codes.wmo.int/306/4678/RADZPL
RADZSG,http://codes.wmo.int/306/4678/RADZSG
RADZSN,http://codes.wmo.int/306/4678/RADZSN
RAPL,http://codes.wmo.int/306/4678/RAPL
RAPLDZ,http://codes.wmo.int/306/4678/RAPLDZ
RAPLSN,http://codes.wmo.int/306/4678/RAPLSN
RASG,http://codes.wmo.int/306/4678/RASG
RASGDZ,http://codes.wmo.int/306/4678/RASGDZ
RASGSN,http://codes.wmo.int/306/4678/RASGSN
RASN,http://codes.wmo.int/306/4678/RASN
RASNDZ,http://codes.wmo.int/306/4678/RASNDZ
RASNPL,http://codes.wmo.int/306/4678/RASNPL
RASNSG,http://codes.wmo.int/306/4678/RASNSG
SA,http://codes.wmo.int/306/4678/SA
SG,http://codes.wmo.int/306/4678/SG
SGDZ,http://codes.wmo.int/306/4678/SGDZ
SGDZRA,http://codes.wmo.int/306/4678/SGDZRA
SGPL,http://codes.wmo.int/306/4678/SGPL
SGPLSN,http://codes.wmo.int/306/4678/SGPLSN
SGRA,http://codes.wmo.int/306/4678/SGRA
SGRADZ,http://codes.wmo.int/306/4678/SGRADZ
SGRASN,http://codes.wmo.int/306/4678/SGRASN
SGSN,http://codes.wmo.int/306/4678/SGSN
SGSNPL,http://codes.wmo.int/306/4678/SGSNPL
SGSNRA,http://codes.wmo.int/306/4678/SGSNRA
SHGR,http://codes.wmo.int/306/4678/SHGR
SHGRRA,http://codes.wmo.int/306/4678/SHGRRA
SHGRRASN,http://codes.wmo.int/306/4678/SHGRRASN
SHGRSN,http://codes.wmo.int/306/4678/SHGRSN
SHGRSNRA,http://codes.wmo.int/306/4678/SHGRSNRA
SHGS,http://codes.wmo.int/306/4678/SHGS
SHGSRA,http://codes.wmo.int/306/4678/SHGSRA
SHGSRASN,http://codes.wmo.int/306/4678/SHGSRASN
SHGSSN,http://codes.wmo.int/306/4678/SHGSSN
SHGSSNRA,http://codes.wmo.int/306/4678/SHGSSNRA
SHRA,http://codes.wmo.int/306/4678/SHRA
SHRAGR,http://codes.wmo.int/306/4678/SHRAGR
SHRAGRSN,http://codes.wmo.int/306/4678/SHRAGRSN
SHRAGS,http://codes.wmo.int/306/4678/SHRAGS
SHRAGSSN,http://codes.wmo.int/306/4678/SHRAGSSN
SHRASN,http://codes.wmo.int/306/4678/SHRASN
SHRASNGR,http://codes.wmo.int/306/4678/SHRASNGR
SHRASNGS,http://codes.wmo.int/306/4678/SHRASNGS
SHSN,http://codes.wmo.int/306/4678/SHSN
SHSNGR,http://codes.wmo.int/306/4678/SHSNGR
SHSNGRRA,http://codes.wmo.int/306/4678/SHSNGRRA
SHSNGS,http://codes.wmo.int/306/4678/SHSNGS
SHSNGSRA,http://codes.wmo.int/306/4678/SHSNGSRA
SHSNRA,http://codes.wmo.int/306/4678/SHSNRA
SHSNRAGR,http://codes.wmo.int/306/4678/SHSNRAGR
SHSNRAGS,http://codes.wmo.int/306/4678/SHSNRAGS
SHUP,http://codes.wmo.int/306/4678/SHUP
SN,http://codes.wmo.int/306/4678/SN
SNDZ,http://codes.wmo.int/306/4678/SNDZ
SNDZRA,http://codes.wmo.int/306/4678/SNDZRA
SNPL,http://codes.wmo.int/306/4678/SNPL
SNPLRA,http://codes.wmo.int/306/4678/SNPLRA
SNPLSG,http://codes.wmo.int/306/4678/SNPLSG
SNRA,http://codes.wmo.int/306/4678/SNRA
SNRADZ,http://codes.wmo.int/306/4678/SNRADZ
SNRAPL,http://codes.wmo.int/306/4678/SNRAPL
SNRASG,http://codes.wmo.int/306/4678/SNRASG
SNSG,http://codes.wmo.int/306/4678/SNSG
SNSGPL,http://codes.wmo.int/306/4678/SNSGPL
SNSGRA,http://codes.wmo.int/306/4678/SNSGRA
SQ,http://codes.wmo.int/306/4678/SQ
SS,http://codes.wmo.int/306/4678/SS
TS,http://codes.wmo.int/306/4678/TS
TSGR,http://codes.wmo.int/306/4678/TSGR
TSGRRA,http://codes.wmo.int/306/4678/TSGRRA
TSGRRASN,http://codes.wmo.int/306/4678/TSGRRASN
TSGRSN,http://codes.wmo.int/306/4678/TSGRSN
TSGRSNRA,http://codes.wmo.int/306/4678/TSGRSNRA
TSGS,http://codes.wmo.int/306/4678/TSGS
TSGSRA,http://codes.wmo.int/306/4678/TSGSRA
TSGSRASN,http://codes.wmo.int/306/4678/TSGSRASN
TSGSSN,http://codes.wmo.int/306/4678/TSGSSN
TSGSSNRA,http://codes.wmo.int/306/4678/TSGSSNRA
TSRA,http://codes.wmo.int/306/4678/TSRA
TSRAGR,http://codes.wmo.int/306/4678/TSRAGR
TSRAGRSN,http://codes.wmo.int/306/4678/TSRAGRSN
TSRAGS,http://codes.wmo.int/306/4678/TSRAGS
TSRAGSSN,http://codes.wmo.int/306/4678/TSRAGSSN
TSRASN,http://codes.wmo.int/306/4678/TSRASN
TSRASNGR,http://codes.wmo.int/306/4678/TSRASNGR
TSRASNGS,http://codes.wmo.int/306/4678/TSRASNGS
TSSN,http://codes.wmo.int/306/4678/TSSN
TSSNGR,http://codes.wmo.int/306/4678/TSSNGR
TSSNGRRA,http://codes.wmo.int/306/4678/TSSNGRRA
TSSNGS,http://codes.wmo.int/306/4678/TSSNGS
TSSNGSRA,http://codes.wmo.int/306/4678/TSSNGSRA
TSSNRA,http://codes.wmo.int/306/4678/TSSNRA
TSSNRAGR,http://codes.wmo.int/306/4678/TSSNRAGR
TSSNRAGS,http://codes.wmo.int/306/4678/TSSNRAGS
TSUP,http://codes.wmo.int/306/4678/TSUP
UP,http://codes.wmo.int/306/4678/UP
VA,http://codes.wmo.int/306/4678/VA
VCBLDU,http://codes.wmo.int/306/4678/VCBLDU
VCBLSA,http://codes.wmo.int/306/4678/VCBLSA
VCBLSN,http://codes.wmo.int/306/4678/VCBLSN
VCDS,http://codes.wmo.int/306/4678/VCDS
VCFC,http://codes.wmo.int/306/4678/VCFC
VCFG,http://codes.wmo.int/306/4678/VCFG
VCPO,http://codes.wmo.int/306/4678/VCPO
VCSH,http://codes.wmo.int/306/4678/VCSH
VCSS,http://codes.wmo.int/306/4678/VCSS
VCTS,http://codes.wmo.int/306/4678/VCTS
VCVA,http://codes.wmo.int/306/4678/VCVA
//,http://codes.wmo.int/common/nil/notObservable
