WATR,David Constantijn Saudale - Rote,-10.7669444444444,123.075,140
WATS,Tardamu - Sabu,-10.4927777777778,121.849722222222,20
WATT,El Tari - Kupang,-10.1713888888889,123.671944444444,103
WATU,Umbu Mehang Kunda - Waingapu,-9.66888888888889,120.298888888889,10
WATW,Wunopito - Lembata,-8.37666666666667,123.44,unknown
WAUU,Rendani - Manokwari,-0.893055555555555,134.05,5
WAVV,Wamena,-4.09527777777778,138.950833333333,1655
WAWB,Beto Ambari - Bau Bau,-5.48694444444444,122.568888888889,34
WAWP,Sangia Nibandera - Kolaka,-4.18083333333333,121.614722222222,24
WAWW,Haluoleo - Kendari,-4.08194444444444,122.416944444444,55
WAYE,Enarotali,-3.92555555555556,136.377777777778,1.75
WAYY,Mozes Kilangin - Timika,-4.5275,136.889722222222,103
WIBB,Sultan Syarif Kasim II - Pekanbaru,0.46,101.443888888889,37
WIBJ,Japura - Rengat,-5.351944444444444,102.333888888889,19
WICA,Kertajati,-6.65194444444445,108.1575,38
WICC,Husein Sastranegara - Bandung,-6.90194444444445,107.576111111111,812
WICD,Cakrabhuwana / Penggung - Cirebon,-6.75666666666667,108.538888888889,27
WICM,Wiriadinata - Cibeureum,-7.33333333333333,108.25,383
WICS,Suryadarma - Kalijati,-6.53138888888889,107.658888888889,120
WIDD,Hang Nadim - Batam,1.12333333333333,104.114722222222,38
WIDN,Raja Haji Fisabilillah - Tanjung Pinang,0.921111111111111,104.530833333333,10
WIDO,Ranai - Natuna,3.91194444444444,108.393055555556,2
WIDS,Dabo - Singkep,-0.477998, 104.577068,28
WIDT,Raja Haji Abdullah - Tanjung Balai Karimun,1.0525,103.391944444444,1
WIEE,Minangkabau International Airport - Padang,-0.788333333333333,100.280833333333,9
WIGG,Fatmawati Sukarno - Bengkulu,-3.86416666666667,102.34,22
WIGM,Mukomuko,-2.54222222222222,101.09,5
WIHH,Halim Perdana Kusuma - Jakarta,-6.2675,106.886388888889,28
WIHJ,Atang Sendjaja - Bogor,-6.54416666666667,106.753055555556,179
WIII,Soekarno Hatta - Jakarta,-6.12638888888889,106.653888888889,11
WIJI,Depati Parbo - Kerinci,-2.09388888888889,101.469722222222,791
WIJJ,Sultan Thaha - Jambi,-1.63611111111111,103.641944444444,27
WIKK,Depati Amir - Pangkal Pinang,-2.16305555555556,106.138888888889,33
WIKT,H.A.S. Hanandjoeddin - Tanjung Pandan,-2.75388888888889,107.752777777778,50
WILL,Radin Inten II - Lampung,-5.2425,105.175833333333,84
WILM,Astra Ksetra - Lampung,-4.6,105.25,21
WIMA,Malikus Saleh - Lhokseumawe,5.22583333333333,96.9486111111111,27
WIMB,Binaka - Gunung Sitoli,1.16638888888889,97.7044444444445,7
WIME,Aek Godang - Padang Sidempuan,1.39944444444444,99.4308333333333,286
WIMM,Kualanamu International Airport - Deli Serdang,3.64027777777778,98.8786111111111,7
WIMN,Silangit - Tapanuli Utara,2.25861111111111,98.9936111111111,1.416
WIMS,Dr. Ferdinand Lumban Tobing - Pinangsori (Sibolga),1.55416666666667,98.8905555555556,11
WIOG,Nanga Pinoh,0.348611111111111,111.747777777778,38
WIOI,Singkawang II - Sanggau Ledo,0.899846,108.993545,18
WIOK,Rahadi Oesman - Ketapang,-1.81583333333333,109.962777777778,5
WIOO,Supadio - Pontianak,0.148888888888889,109.402777777778,3
WIOP,Pangsuma - Putussibau,0.835555555555556,112.935833333333,91
WIOS,Tebelian - Sintang,0.063611111111111,111.472777777778,28
WIPP,Sultan Mahmud Badaruddin II - Palembang,-2.89777777777778,104.700833333333,15
WIRR,Budiarto - Curug,-6.29083333333333,106.565833333333,42
WITC,Cut Nyak Dien Nagan Raya - Meulaboh,4.045,96.2494444444445,6
WITN,Maimun Saleh - Sabang,5.87666666666667,95.34,110
WITT,Sultan Iskandar Muda - Banda Aceh,5.52,95.4208333333333,23
